time	action	midinote	velocity
82.930835517	128	74	64
83.316878354	144	74	43
83.466215618	128	74	64
83.546031344	144	74	42
83.68696053	128	74	64
84.775480751	144	74	38
84.856909973	128	74	64
85.356701587	144	74	46
85.476205778	128	74	64
85.923983495	144	74	47
86.010703244	128	74	64
86.458143837	144	74	47
86.585041946	128	74	64
86.77519181	144	74	47
86.871064298	128	74	64
87.369080344	144	74	50
87.465738195	128	74	64
87.900058252	144	74	50
87.984900637	128	74	64
88.435623893	144	74	51
88.549561777	128	74	64
89.020297631	144	74	50
89.110950048	128	74	64
89.352514345	144	74	50
89.474812781	128	74	64
93.053000579	144	97	65
93.077664988	144	74	39
93.077904225	128	74	64
93.430661509	144	74	31
93.460832642	128	74	64
93.779971505	128	97	64
93.928846168	144	74	52
93.954455054	128	74	64
94.104853217	144	97	105
94.346445312	144	74	53
94.377698624	128	74	64
94.681159098	128	97	64
94.988730645	144	97	1
95.133493303	128	97	64
95.321574225	144	97	12
95.4959004	128	97	64
95.65454685	144	97	25
95.799042914	128	97	64
95.898825801	144	97	42
96.047942589	128	97	64
96.112188438	144	97	49
96.264878044	128	97	64
96.344624414	144	97	67
96.489545385	128	97	64
96.564032781	144	97	80
96.656989917	128	97	64
97.104313911	144	97	14
97.206759847	128	97	64
97.403834366	144	97	37
97.489517594	128	97	64
97.566651438	144	97	41
97.710703126	128	97	64
97.748808515	144	97	44
97.896748201	128	97	64
97.927451916	144	97	42
98.081521395	128	97	64
98.178503764	144	97	21
98.847670272	128	97	64
99.021278355	144	97	4
99.213364926	128	97	64
99.265062297	144	97	8
99.414505517	128	97	64
99.49426099	144	97	29
99.664463318	128	97	64
99.72752945	144	97	36
99.872336256	128	97	64
99.961674122	144	97	53
100.056738848	128	97	64
100.418996319	144	97	1
100.523205265	128	97	64
100.768454153	144	97	1
100.914728192	128	97	64
101.039470234	144	97	1
101.122273323	128	97	64
101.230129481	144	97	1
101.323772543	128	97	64
101.50420509	144	97	1
101.572976709	128	97	64
101.717466848	144	97	1
101.756196623	128	97	64
101.901115093	144	97	1
101.955903561	128	97	64
102.100789069	144	97	1
102.139673752	128	97	64
102.247550346	144	97	1
102.308164344	128	97	64
102.412573706	144	97	1
102.490561091	128	97	64
102.577746898	144	97	1
102.673356083	128	97	64
102.760316537	144	97	1
102.903669298	128	97	64
102.943367324	144	97	1
103.280367379	128	97	64
103.360509471	144	97	1
103.564677581	128	97	64
103.719233534	144	97	1
104.664644649	128	97	64
105.26169013	144	97	88
105.515423322	128	97	64
106.035866594	144	97	1
106.181697168	128	97	64
106.37776678	144	97	17
106.441857904	128	97	64
131.323172034	144	97	1
131.355781226	128	97	64
131.917227871	144	97	1
132.008206216	128	97	64
141.601042792	128	97	64
151.324513332	144	23	72
152.972243038	128	23	64
157.920620398	144	23	32
159.437680522	128	23	64
163.695825447	144	23	90
165.649267146	128	23	64
167.007024263	144	23	18
167.164504429	128	23	64
167.554646294	144	23	26
167.625687353	128	23	64
167.837191835	144	23	26
167.891300059	128	23	64
168.039848209	144	23	30
168.131108084	128	23	64
168.214166418	144	23	30
168.313419598	128	23	64
168.396519845	144	23	29
168.491765769	128	23	64
168.599687708	144	23	26
168.675837642	128	23	64
168.778815592	144	23	28
168.875599483	128	23	64
168.979908184	144	23	32
169.058977045	128	23	64
169.220660686	144	23	29
169.299116031	128	23	64
169.45281532	144	23	33
169.508429673	128	23	64
169.672067419	144	23	29
169.711552868	128	23	64
169.869542028	144	23	30
169.959074004	128	23	64
170.178982227	144	23	25
170.242239444	128	23	64
170.345221145	144	23	19
170.427970318	128	23	64
170.513819147	144	23	13
170.59097248	128	23	64
170.735786475	144	23	13
170.775326516	128	23	64
170.882822586	144	23	16
171.091063748	128	23	64
171.440825375	144	23	92
171.494018232	128	23	64
171.637317039	144	23	100
171.708360523	128	23	64
224.209882901	128	23	64
226.797923843	128	74	64
1013.539672052	128	91	64
1079.552524711	128	31	64
1304.754501404	128	26	64
4.982790056	144	31	9
5.551981256	144	39	40
8.617226207	128	31	64
10.165021738	144	31	16
10.960441906	128	31	64
11.214964183	144	31	120
11.275104459	128	31	64
13.561316406	144	31	49
13.61560378	128	31	64
13.759507489	144	31	61
13.825765075	128	31	64
13.900782627	144	31	66
13.992982938	128	31	64
14.194534808	144	31	72
14.258452376	128	31	64
14.457499319	144	31	69
14.525664905	128	31	64
14.813645792	144	31	8
14.875099092	128	31	64
14.979940185	144	26	12
15.119087357	128	39	64
15.390018061	128	26	64
15.8252506	144	26	35
17.271731122	144	31	114
17.424804352	128	31	64
17.629925921	144	31	115
17.821698186	128	26	64
17.885573324	128	39	64
17.938606278	144	26	57
17.979788776	128	26	64
18.338216649	144	46	49
18.381020555	128	46	64
18.937956726	144	46	53
19.002339638	128	46	64
19.059890768	144	26	113
19.112092338	128	26	64
19.522499397	144	46	54
19.560519902	128	46	64
20.025639448	128	31	64
20.101112491	144	46	56
20.164435315	128	46	64
20.699393188	144	46	55
20.743255877	128	46	64
21.313957938	144	46	52
21.396856461	128	46	64
22.01863057	144	46	46
22.089120806	128	46	64
22.791836474	144	46	47
22.864473084	128	46	64
23.250977793	144	31	16
23.277809512	128	31	64
23.392947018	144	26	7
23.721258531	144	46	43
24.254843914	144	31	24
24.26504049	128	31	64
24.753772438	128	26	64
24.83414002	144	26	53
24.898645665	128	26	64
25.509293121	144	26	67
25.548446699	128	26	64
27.823210327	144	26	33
27.995478937	144	31	47
28.001799502	128	31	64
28.265632875	144	31	48
28.31107646	128	31	64
28.853937791	144	31	50
28.894411186	128	31	64
29.180219253	144	31	50
29.244403078	128	31	64
29.514953245	144	31	50
29.543806587	128	31	64
29.790478797	144	31	49
29.843209721	128	31	64
30.119165419	144	31	49
30.142871866	128	31	64
30.395822069	144	31	48
30.44357031	128	31	64
30.730271169	144	31	47
30.778067945	128	31	64
30.981334869	144	31	48
31.06572948	128	31	64
31.312943146	144	31	48
31.361264914	128	31	64
31.629790322	144	31	47
31.680349826	128	31	64
31.916696485	144	31	47
31.995095076	128	31	64
32.231166828	144	31	46
32.277893087	128	31	64
32.458955679	144	31	44
32.56135301	128	31	64
32.776410562	144	31	44
32.862225713	128	31	64
33.01046625	144	31	44
33.077354326	128	31	64
33.437360598	144	31	47
33.705087057	128	31	64
33.787515274	144	31	45
33.862073921	128	31	64
33.995129623	128	46	64
34.115957805	144	31	43
34.161287858	128	31	64
34.481931624	144	31	45
34.821813631	128	31	64
35.045039656	144	108	25
35.172165149	144	31	38
35.213223087	128	31	64
35.467739582	144	31	41
35.512864227	128	31	64
35.835775326	144	31	41
35.861897152	128	31	64
36.204213846	128	108	64
36.33743409	128	26	64
36.377335102	144	40	58
36.426771721	128	40	64
36.52141673	144	31	40
36.547393519	128	31	64
36.962625979	144	108	35
37.054926829	144	31	38
37.175988071	128	31	64
38.021343527	144	31	43
38.047240039	128	31	64
39.070817468	144	31	45
39.130598072	128	31	64
39.426662407	144	26	61
39.571530476	128	26	64
39.612715581	144	40	80
39.758194411	128	40	64
40.472495627	128	108	64
40.54498202	144	108	36
41.796152909	144	26	60
42.137365143	128	26	64
42.572110823	144	31	51
42.597137194	128	31	64
42.640784946	144	46	35
42.713908402	128	46	64
42.759699189	144	26	20
43.410225855	144	46	37
43.491654446	128	46	64
43.514622684	128	108	64
43.5302383	144	31	50
43.613680134	128	31	64
44.261338632	144	46	38
44.273227443	144	31	51
44.314261451	128	31	64
44.328393877	128	46	64
44.363374143	144	46	40
44.43283048	128	46	64
45.15399446	144	46	39
45.250145053	128	46	64
45.264075736	128	26	64
45.409436383	144	31	55
45.432335797	128	31	64
45.644253752	144	31	54
45.680562205	128	31	64
46.038047056	144	46	40
46.156075599	128	46	64
46.927519712	144	46	42
46.929383337	144	108	113
47.023578685	128	46	64
47.335408106	144	31	4
47.69748077	144	46	44
47.784800817	128	46	64
48.253529844	128	31	64
48.282015409	144	40	62
48.304118238	128	40	64
48.554475503	144	46	44
48.614779665	128	46	64
49.428281401	144	46	46
49.496669713	128	46	64
50.026376817	144	26	38
50.027989985	128	26	64
50.449134291	128	108	64
50.52487101	144	31	41
50.532630204	128	31	64
50.592791763	144	26	119
50.593134291	128	26	64
51.314802415	144	40	60
51.38394929	128	40	64
51.545481293	144	26	53
52.52302127	144	31	1
53.167116228	128	31	64
53.421357977	144	31	98
53.4987721	128	31	64
54.216167988	144	40	63
54.287865914	128	40	64
54.455190227	144	31	46
54.482541078	128	31	64
55.223708478	144	31	40
55.265473145	128	31	64
55.678490542	144	31	40
55.699202823	128	31	64
56.015603932	128	108	64
56.1155787	144	31	37
56.196030992	128	31	64
57.422919389	128	26	64
58.611617224	144	61	12
58.663632851	128	61	64
59.127796038	144	26	51
59.145964514	128	26	64
59.226655996	144	61	8
59.28589789	128	61	64
59.512163769	144	61	33
59.561264807	128	61	64
59.76318017	144	61	33
59.838249392	128	61	64
59.946528258	144	61	35
60.005192714	128	61	64
60.012387503	144	40	59
60.047723663	128	40	64
60.05866909	144	46	42
60.124532266	128	46	64
60.156256565	144	61	50
60.204326461	128	61	64
60.344331589	144	61	53
60.371168411	128	61	64
60.491040257	144	61	50
60.538696821	128	61	64
60.648804216	144	61	45
60.704978671	128	61	64
60.810020702	144	61	42
60.855298219	128	61	64
60.893183211	144	61	70
60.922130196	128	61	64
60.958800868	144	61	44
61.006513978	128	61	64
61.026420588	144	26	18
61.031211065	144	61	72
61.087513423	128	61	64
61.142596033	144	61	44
61.17189149	128	61	64
61.210088704	144	61	71
61.256478282	128	61	64
61.265584832	128	26	64
61.309294686	144	61	42
61.354965549	128	61	64
61.374747098	144	61	71
61.424150889	128	61	64
61.458029608	144	61	45
61.505101794	128	61	64
61.557866989	144	61	69
61.57180499	128	61	64
61.608655256	144	61	45
61.671162203	128	61	64
61.707987002	144	61	65
61.755108531	128	61	64
61.75863354	144	26	38
61.782690978	144	46	47
61.791905104	144	61	46
61.839315129	128	61	64
61.843474913	128	46	64
61.891051283	144	61	71
61.904843921	128	26	64
61.907752509	144	31	43
61.938339561	128	61	64
61.950632516	128	31	64
61.97676256	144	61	47
62.023409699	128	61	64
62.042279556	144	61	76
62.088680545	128	61	64
62.142472304	144	61	47
62.189024121	128	61	64
62.207974119	144	61	74
62.255895299	128	61	64
62.277034215	144	26	57
62.299466584	128	26	64
62.308312567	144	61	46
62.355024509	128	61	64
62.375025647	144	61	74
62.397678439	144	31	37
62.435362176	128	31	64
62.437512084	128	61	64
62.458264158	144	61	45
62.505510852	128	61	64
62.524893505	144	61	70
62.57270358	128	61	64
62.624740584	144	31	54
62.624904402	144	61	46
62.651709448	144	40	65
62.672641949	128	61	64
62.680031989	128	31	64
62.732423713	128	40	64
62.917285581	144	31	59
62.981435725	128	31	64
63.177422254	144	26	31
63.196022161	128	26	64
63.285219788	144	26	33
63.298749708	144	61	60
63.329100762	128	26	64
63.343319436	128	61	64
63.405730983	144	26	35
63.466215631	128	26	64
63.521060069	144	26	37
63.552006085	144	46	43
63.578728823	128	46	64
63.581098175	128	26	64
63.654409764	144	26	38
63.716221413	128	26	64
63.788437217	144	26	39
63.849677442	128	26	64
63.921390435	144	61	62
63.922235369	144	26	42
63.939370083	144	31	5
63.961377604	128	61	64
63.983224755	128	26	64
64.055508387	144	26	46
64.098841841	128	26	64
64.185750566	144	26	53
64.229567503	128	26	64
64.308443559	128	31	64
64.318801841	144	26	57
64.362604219	128	26	64
64.451805509	144	26	63
64.499263417	128	26	64
64.585097395	144	26	65
64.629150944	128	26	64
64.643998131	144	53	19
64.656658486	128	53	64
64.705586025	144	26	70
64.749253789	128	26	64
65.124595026	144	53	4
65.162946293	128	53	64
65.169189241	144	61	127
65.212709701	128	61	64
65.265725317	144	40	68
65.334568299	128	40	64
65.677215294	144	26	45
65.695734883	128	26	64
65.754548833	144	26	64
65.766879737	144	53	36
65.793723966	128	53	64
65.799108475	128	26	64
66.288643562	144	61	1
66.3775103	128	61	64
66.524091291	144	53	60
66.562910254	128	53	64
66.629172167	144	61	1
66.695128585	128	61	64
66.708130418	144	53	56
66.746074187	128	53	64
66.776934276	144	61	2
66.841529349	128	61	64
66.848819614	144	53	57
66.912539018	128	53	64
66.978629866	144	61	1
67.024867581	128	61	64
67.044335844	144	61	20
67.074429235	144	53	55
67.092068188	128	53	64
67.107565592	128	61	64
67.163661671	144	61	1
67.207599423	128	61	64
67.240522587	144	53	54
67.261974218	144	61	17
67.279362237	128	53	64
67.291493477	128	61	64
67.311908699	144	61	1
67.316619936	144	31	75
67.374603548	128	31	64
67.375014868	128	61	64
67.414545417	144	61	21
67.469241799	144	31	76
67.527493117	128	61	64
67.531646195	128	31	64
67.535472237	144	61	33
67.609798618	128	61	64
67.619263804	144	31	76
67.63127615	144	61	28
67.699287177	128	31	64
67.778853917	128	61	64
67.778926928	144	61	36
67.793788422	144	26	44
67.825572553	128	61	64
67.840294653	144	53	54
67.893919243	128	53	64
67.980075999	144	61	49
68.02490905	128	61	64
68.038850822	144	53	53
68.062414051	128	53	64
68.063450207	144	61	79
68.109215885	128	61	64
68.166170572	144	53	53
68.178366901	144	61	60
68.209443083	128	61	64
68.244786264	128	53	64
68.262531313	144	61	96
68.292564228	128	61	64
68.348470867	144	61	72
68.359102075	128	61	64
68.390619401	144	53	52
68.412299008	128	53	64
68.414524358	144	61	110
68.459381563	128	61	64
68.479779606	144	61	95
68.516386704	144	53	51
68.525904582	128	61	64
68.56381978	144	61	127
68.592046696	128	61	64
68.594504177	128	53	64
68.630576992	144	61	102
68.675180048	128	61	64
68.694879528	144	61	125
68.758498175	128	61	64
68.802411473	144	61	84
68.924588247	128	61	64
68.978521243	144	61	58
69.025888296	128	61	64
69.045607362	144	61	83
69.092408609	144	53	49
69.108416194	128	61	64
69.147143576	144	61	46
69.161651398	128	53	64
69.192406134	128	61	64
69.249863598	144	53	47
69.314084911	144	61	29
69.328128701	128	53	64
69.36089027	128	61	64
69.382608245	144	61	51
69.417599513	144	53	46
69.476408847	128	61	64
69.479934282	144	46	127
69.494161572	128	53	64
69.498233742	144	61	17
69.512735064	128	46	64
69.564355818	128	61	64
69.564430101	144	61	43
69.583823623	144	53	46
69.642976214	128	61	64
69.660464013	128	53	64
69.684860164	144	61	1
69.744909891	128	61	64
69.797310365	144	61	22
69.804714618	144	53	46
69.842564897	128	61	64
69.843776191	128	53	64
69.879662712	144	61	1
69.911576637	128	61	64
69.995743939	144	61	1
69.999019599	144	40	64
70.028138927	128	61	64
70.084894571	128	40	64
70.162124236	144	61	1
70.244270449	128	61	64
70.306449253	144	53	50
70.360693693	128	53	64
70.395731946	144	34	61
70.449341863	144	53	51
70.464732635	128	34	64
70.528126199	128	53	64
70.530155913	144	34	63
70.602230577	128	34	64
70.616373592	144	53	51
70.666222178	144	34	70
70.711008397	128	53	64
70.719549496	128	34	64
70.781592303	144	53	49
70.7976063	144	34	82
70.878831419	128	53	64
70.947921545	144	46	127
70.955977516	128	34	64
70.965580086	144	53	48
70.991071632	144	34	106
71.012021742	128	46	64
71.044639474	128	53	64
71.168384601	144	61	17
71.197478235	128	61	64
71.262385228	144	61	41
71.293532183	128	61	64
71.330774057	144	61	31
71.392925976	128	61	64
71.429572247	144	61	44
71.476827032	128	61	64
71.54069887	144	53	44
71.545850502	144	61	32
71.560089751	128	61	64
71.593842826	128	53	64
71.5973698	144	61	61
71.643885722	128	61	64
71.698201106	144	61	54
71.698800078	144	53	46
71.707679051	144	31	35
71.727889422	128	61	64
71.749438558	128	31	64
71.777775897	128	53	64
71.798137835	144	61	70
71.860914988	128	61	64
71.865918965	144	53	46
71.914368475	144	61	56
71.944532936	128	53	64
71.944801214	128	61	64
71.997190225	144	61	68
72.014787384	144	53	46
72.043843833	128	61	64
72.094845889	128	53	64
72.096933084	144	61	52
72.144244715	128	61	64
72.182366676	144	53	47
72.196850855	144	61	70
72.217048761	144	46	22
72.227282092	128	61	64
72.260985916	128	53	64
72.280928707	144	61	43
72.310922874	128	46	64
72.313303411	128	61	64
72.364762265	144	61	63
72.378399052	128	61	64
72.463773977	144	61	42
72.476936015	128	61	64
72.514877764	144	61	67
72.562649713	128	61	64
72.615227632	144	61	43
72.662780006	128	61	64
72.699402973	144	61	66
72.727294925	128	61	64
72.757612127	144	53	47
72.765908845	144	61	40
72.776731644	144	31	44
72.797549244	128	61	64
72.797644293	144	61	68
72.817587209	128	31	64
72.833836747	144	46	75
72.835226421	128	53	64
72.877397176	128	61	64
72.915794811	144	53	48
72.9183939	144	31	41
72.925214403	128	46	64
72.980941668	128	31	64
73.011313373	128	53	64
73.068684903	144	53	47
73.080606625	144	61	41
73.08658615	144	31	39
73.144755963	128	61	64
73.153808206	144	61	69
73.165267939	128	31	64
73.16845456	128	53	64
73.227427644	128	61	64
73.234547325	144	53	47
73.280986566	144	61	41
73.327914663	128	53	64
73.345076731	128	61	64
73.353603431	144	61	70
73.410958277	128	61	64
73.411841429	144	53	47
73.426496435	128	53	64
73.465510808	144	61	37
73.514020929	128	61	64
73.565428655	144	61	68
73.578377255	128	61	64
73.631996924	144	61	42
73.678710155	128	61	64
73.73394561	144	61	61
73.778999921	128	61	64
73.832395148	144	61	40
73.859699394	144	31	34
73.878391476	128	61	64
73.884615369	128	31	64
73.885630882	144	61	67
73.960955444	128	61	64
73.971301066	144	53	49
74.016602083	144	61	37
74.04208542	128	53	64
74.045048319	128	61	64
74.113037995	144	53	50
74.131230569	144	31	37
74.201593866	128	31	64
74.212588443	128	53	64
74.281932005	144	53	48
74.33013719	144	46	127
74.378376377	128	53	64
74.396857947	144	31	38
74.399037338	144	40	56
74.402929135	128	46	64
74.417011046	128	40	64
74.431752866	128	31	64
74.43411099	144	53	49
74.528280696	128	53	64
74.600872209	144	53	48
74.677951339	128	53	64
74.705295471	144	31	36
74.764685768	128	31	64
74.850362138	144	61	36
74.91632082	128	61	64
74.987996456	144	61	63
75.013302095	128	61	64
75.01813681	144	31	33
75.032467025	144	40	38
75.047966212	128	31	64
75.083981572	144	61	45
75.131169151	128	61	64
75.135572514	128	40	64
75.181382707	144	61	67
75.205270404	128	34	64
75.208487732	144	53	48
75.228212548	128	61	64
75.277479502	128	53	64
75.281408494	144	61	42
75.297132259	144	31	34
75.323374096	144	34	96
75.345208061	128	61	64
75.349251111	128	31	64
75.366120814	144	61	71
75.366673869	144	53	48
75.412876319	128	61	64
75.444922214	128	53	64
75.466827251	144	61	43
75.517540942	144	53	47
75.52919698	128	61	64
75.54953482	144	61	71
75.59513086	128	53	64
75.59570426	128	61	64
75.649581698	144	61	42
75.665028303	144	53	48
75.695621465	128	61	64
75.733964596	144	61	72
75.761219901	144	46	96
75.76133522	128	53	64
75.779083728	128	61	64
75.833209184	144	61	41
75.849367861	144	53	48
75.857151763	128	46	64
75.880564231	128	61	64
75.917166293	144	61	72
75.928288601	128	53	64
75.958163986	144	31	32
75.965318751	128	61	64
75.985122835	144	53	48
75.999822003	128	31	64
76.031282334	144	61	41
76.06171798	128	53	64
76.079959368	128	61	64
76.132860438	144	61	73
76.179357372	128	61	64
76.216349691	144	61	45
76.232845322	144	40	49
76.252439205	144	31	31
76.278459708	128	61	64
76.2987712	128	31	64
76.301831516	144	61	75
76.302054246	128	40	64
76.355853684	128	34	64
76.362091815	128	61	64
76.380940549	144	34	57
76.382118524	144	61	42
76.445991366	128	61	64
76.484113565	144	61	75
76.546487489	128	61	64
76.573738262	144	53	49
76.601048423	144	61	38
76.627710043	128	53	64
76.646822172	128	61	64
76.700727323	144	61	68
76.729813367	128	61	64
76.732038832	144	53	49
76.783388095	144	61	37
76.811385566	128	53	64
76.846627474	128	61	64
76.881665589	144	53	50
76.920138522	144	61	64
76.94648507	128	61	64
76.979946193	128	53	64
76.991333448	144	31	31
77.000774777	144	40	80
77.050367768	144	53	49
77.050808093	128	31	64
77.069335415	128	40	64
77.128131655	128	53	64
77.166401615	128	26	64
77.198814842	144	53	50
77.230213074	144	46	67
77.230828036	128	46	64
77.255443008	144	26	73
77.270347343	128	26	64
77.294410607	128	53	64
77.6101577	144	61	72
77.631846623	128	61	64
77.644012362	144	31	34
77.682788262	128	31	64
77.694056204	144	61	47
77.747429318	128	61	64
77.787542902	144	61	70
77.804818619	128	34	64
77.847015883	128	61	64
77.867786639	144	61	45
77.878774444	144	34	28
77.940129996	144	53	51
77.946788353	128	61	64
77.952743775	144	61	78
77.979414362	128	53	64
77.981935884	128	34	64
78.00807751	144	31	33
78.013290808	128	61	64
78.035122429	144	61	48
78.048619682	128	31	64
78.066791413	144	53	52
78.070965067	144	34	27
78.09451338	144	26	115
78.0995066	144	40	31
78.130387803	128	61	64
78.148641133	128	26	64
78.161079242	128	53	64
78.170560156	128	40	64
78.218019201	128	34	64
78.233795443	144	53	52
78.260224888	144	34	28
78.328042565	128	53	64
78.384427068	144	53	51
78.405472536	128	34	64
78.477313285	128	53	64
78.549061536	144	53	51
78.612787429	128	53	64
78.614896387	144	46	52
78.659992363	128	46	64
78.698550651	144	53	50
78.713634448	144	34	61
78.761767949	128	53	64
78.777894078	144	61	74
78.850868142	128	61	64
79.290510954	144	53	51
79.343810414	128	53	64
79.432150497	144	53	52
79.450481852	144	40	84
79.511247171	128	53	64
79.520803113	128	40	64
79.598704354	144	53	51
79.662388511	128	53	64
79.748825755	144	53	51
79.755054338	128	61	64
79.827373167	128	53	64
79.864719164	128	34	64
79.915148612	144	53	51
79.978833456	128	53	64
80.01286377	144	34	97
80.097453824	144	46	38
80.196050922	128	46	64
80.444789362	144	26	101
80.463418631	128	26	64
80.675060979	144	53	51
80.714120839	128	53	64
80.800771357	144	53	52
80.894729949	128	53	64
80.964755661	144	53	52
81.061396773	128	53	64
81.131915175	144	53	50
81.195928016	128	53	64
81.268961336	144	53	51
81.344943186	128	53	64
81.358524158	144	46	64
81.42768628	128	46	64
81.823515788	128	34	64
81.973069029	144	53	51
81.999506315	144	40	21
82.027136599	144	31	47
82.027333505	128	53	64
82.041360833	128	40	64
82.067637373	128	31	64
82.118500737	144	53	51
82.194742076	128	53	64
82.283787719	144	53	50
82.331420107	144	31	46
82.36131265	128	53	64
82.382446812	128	31	64
82.435904849	144	53	50
82.492907569	128	53	64
82.582832	144	40	23
82.58301927	144	53	50
82.625396406	128	53	64
82.656725649	144	31	44
82.669878759	128	40	64
82.715335171	128	31	64
82.934002354	144	40	33
82.948272968	144	31	42
82.999384566	128	31	64
83.001023483	128	40	64
83.268666073	144	31	42
83.273912391	144	53	51
83.317590915	128	31	64
83.327418424	128	53	64
83.416487347	144	53	51
83.49561074	128	53	64
83.505639945	144	103	71
83.548115777	144	31	41
83.568203874	144	53	51
83.569404077	144	40	27
83.59853609	128	103	64
83.633598664	128	40	64
83.634002664	128	31	64
83.644890187	128	53	64
83.741340265	144	53	50
83.781679125	128	53	64
83.86468949	144	31	41
83.949530825	128	31	64
84.006807764	144	53	51
84.028842658	128	53	64
84.181400058	144	31	59
84.235346178	144	46	37
84.267773162	128	31	64
84.554780624	144	31	74
84.61666797	128	31	64
84.693807799	144	26	104
84.748212468	128	26	64
84.840957069	144	53	53
84.848006491	144	31	74
84.879959152	128	53	64
84.916590444	128	31	64
84.954996278	144	53	53
85.044330386	128	53	64
85.064791674	144	34	35
85.109452668	144	53	54
85.197626703	128	53	64
85.272580097	144	53	52
85.346585119	128	53	64
85.434581908	144	53	52
85.511157401	128	53	64
85.551277315	144	40	45
85.596984286	144	26	67
85.652975262	128	40	64
86.12602376	144	31	76
86.184991921	128	31	64
86.467840229	144	31	75
86.517786853	128	31	64
86.604131752	144	31	74
86.682844983	128	31	64
86.765130947	128	34	64
86.765207693	144	34	83
86.770022461	144	31	74
86.832773724	128	31	64
86.892761744	144	40	57
86.924068475	144	31	73
86.949047393	128	31	64
87.025659214	128	34	64
87.044127477	128	40	64
87.090521122	128	26	64
87.168660703	144	31	73
87.218440525	128	31	64
87.279183635	144	38	36
87.311975453	128	38	64
87.363190569	144	38	62
87.404485898	128	38	64
87.473444485	144	38	41
87.50202057	128	38	64
87.55885426	144	38	63
87.5788815	144	26	93
87.602639939	128	38	64
87.656995387	144	38	35
87.659020523	128	46	64
87.701901263	128	38	64
87.77156409	144	38	61
87.805543025	128	38	64
87.808551359	144	46	63
87.840177823	144	38	39
87.87134495	128	46	64
87.886997527	128	38	64
87.93733158	144	38	60
87.985388499	128	38	64
88.000692347	144	40	77
88.054439183	144	38	36
88.085503002	128	38	64
88.086649333	128	40	64
88.122910523	128	26	64
88.139615425	144	38	68
88.201976934	128	38	64
88.217965834	144	53	51
88.234956393	128	53	64
88.235235707	144	53	51
88.238163808	128	53	64
88.242259126	144	53	52
88.268315567	128	53	64
88.272868201	144	38	47
88.274839108	144	53	51
88.288722485	128	53	64
88.295782888	144	53	51
88.30931955	128	53	64
88.31537206	144	53	77
88.319456427	128	38	64
88.333055643	128	53	64
88.346353953	144	53	75
88.356976505	128	53	64
88.363201001	144	53	71
88.373211102	144	38	82
88.373615993	128	53	64
88.380756951	144	53	60
88.385573368	128	38	64
88.392978658	128	53	64
88.4799603	144	38	59
88.504091136	128	38	64
88.568571176	144	38	89
