time	action	midinote	velocity
3.730748459	128	37	64
3.731330687	144	100	58
3.769040531	144	93	80
3.808546624	144	37	51
3.8199872360000002	128	100	64
3.831600624	128	30	64
3.849527803	144	21	34
3.852046285	128	32	64
3.8536565080000003	128	37	64
3.9142705820000003	128	21	64
3.917426368	128	48	64
3.983066348	144	84	57
3.993737514	128	84	64
3.995183049	144	99	71
3.9988915240000003	144	37	67
4.008818023	144	98	46
4.043610252	144	79	63
4.078339859	128	37	64
4.088888234	128	89	64
4.117358635	144	88	65
4.122287625	128	98	64
4.135080705	128	79	64
4.147761734	128	88	64
4.156892432	128	99	64
4.166270829	144	67	80
4.194273942	128	67	64
4.19683444	144	37	63
4.215900259	144	62	82
4.230447767	144	75	86
4.244310928	128	103	64
4.245281312	144	28	65
4.260496847	128	37	64
4.267242873	144	105	51
4.269822356	128	75	64
4.273227838	144	92	6
4.278126914	144	26	38
4.288337358	144	83	5
4.3183290450000005	144	58	16
4.318738469	128	92	64
4.321308764	144	67	82
4.324980515	128	62	64
4.341728901	128	28	64
4.342157917	128	83	64
4.363601035	144	37	30
4.377865186	144	98	30
4.379210521	128	67	64
4.385869796	128	93	64
4.387634829	144	89	123
4.391306094	144	46	61
4.399809336	128	26	64
4.406419644	128	37	64
4.437428591	128	105	64
4.463199621	128	98	64
4.479238388	144	100	10
4.483217967	128	89	64
4.497811792	144	95	55
4.499317414	144	37	40
4.520462995	144	101	52
4.544873474	128	37	64
4.569328444	144	40	38
4.56945032	128	101	64
4.57377246	128	95	64
4.5875947660000005	144	104	88
4.592116263	144	89	127
4.623113467	144	43	72
4.632290037	144	90	7
4.635043617	128	89	64
4.635134449	128	46	64
4.643611363	128	43	64
4.665923081	128	40	64
4.673127587	144	41	48
4.674386707	144	103	70
4.698372011	144	69	52
4.72236445	144	79	61
4.735126352	128	90	64
4.74964899	128	69	64
4.760453269	144	99	65
4.7664631150000005	128	103	64
4.774388382	128	41	64
4.776502393	128	104	64
4.785191878	128	79	64
4.814174353	128	58	64
4.830582927	144	98	36
4.85983388	144	62	82
4.863036879	144	24	89
4.876761661	128	99	64
4.881896612	144	32	68
4.900886114	144	108	40
4.903409946	144	37	2
4.944459804	128	108	64
4.951134848	128	37	64
4.958787442	144	92	34
4.961341728	144	34	50
4.972281178	128	32	64
4.990756968	128	62	64
4.9986855210000005	144	68	66
5.014322578	128	92	64
5.022901205	144	37	2
5.02986008	128	24	64
5.032107503	128	34	64
5.042169529	144	88	64
5.063367913	144	38	71
5.083665637	128	68	64
5.086347552	128	37	64
5.088776743	144	108	43
5.102420519	128	100	64
5.108633338	144	48	73
5.111167169	144	23	51
5.11173859	128	88	64
5.116596401	144	104	84
5.123080689	128	108	64
5.136980467	144	96	79
5.168626906	144	37	4
5.199525649	144	73	66
5.200014733	128	38	64
5.229098807	128	104	64
5.232401211	128	96	64
5.2397120600000004	144	26	68
5.260455876	128	37	64
5.2685601	144	21	1
5.273691485	144	108	41
5.280003305	128	48	64
5.293813935	128	108	64
5.30028477	144	37	6
5.308778331	144	79	60
5.312995765	128	98	64
5.319300603	144	90	7
5.320886729	144	65	30
5.3230572800000004	128	73	64
5.328008349	128	26	64
5.353304846	128	65	64
5.370950745	144	34	54
5.372661995	128	37	64
5.406938496	144	43	69
5.41462751	128	79	64
5.419192281	144	32	68
5.429846449	144	83	105
5.44683125	128	43	64
5.449889453	128	90	64
5.450318243	144	108	37
5.461968165	144	37	4
5.4659177	128	34	64
5.469873684	128	108	64
5.48880752	128	83	64
5.495199211	144	107	67
5.497961261	144	55	75
5.510299864	128	37	64
5.532724477	144	62	82
5.550268506	144	31	48
5.569719571	144	100	72
5.570427766	144	34	53
5.587649594	128	31	64
5.588402442	128	55	64
5.599503905	144	95	53
5.599626491	128	107	64
5.602070251	128	21	64
5.6210286830000005	128	95	64
5.633779037	144	105	52
5.636576659	144	98	61
5.6411806349999996	144	79	63
5.645294559	144	88	57
5.656035181	144	37	63
5.656910315	128	62	64
5.695278776	128	88	64
5.701453433	128	100	64
5.702782286	128	37	64
5.709847971	144	25	74
5.713887691	128	34	64
5.724758606	144	64	32
5.72585504	128	79	64
5.760503821	144	38	71
5.760816486	128	23	64
5.765875574	128	25	64
5.768415695	144	90	8
5.769536697	128	64	64
5.802381745	128	105	64
5.825220932	144	37	46
5.846889764	144	67	75
5.84765387	128	37	64
5.876017741	144	65	1
5.883465336	128	90	64
5.914078671	128	67	64
5.95310674	144	37	16
5.9537519230000004	144	68	61
6.009348967	128	37	64
6.033618104	144	40	34
6.037567815	128	32	64
6.037813825	144	32	68
6.047378608	128	68	64
6.111577143	144	21	43
6.118061418	144	90	6
6.125637369	128	40	64
6.144843058	144	62	84
6.148966725	144	37	31
6.15449116	144	82	65
6.156003482	128	21	64
6.181478157	144	79	69
6.196635445	128	37	64
6.206545469	144	104	85
6.209529462	144	103	76
6.216640084	144	91	53
6.251892104	128	79	64
6.262353798	128	104	64
6.26257145	128	103	64
6.266112936	144	95	63
6.267640337	128	90	64
6.275270281	128	62	64
6.27911888	144	24	25
6.287016404	128	91	64
6.290556855	128	95	64
6.307758054	144	37	57
6.320531161	128	82	64
6.322016709	144	40	41
6.32459736	128	40	64
6.345496517	128	37	64
6.352697294	128	65	64
6.372659737	144	75	62
6.426327977	144	105	50
6.429723163	144	23	44
6.430097683	144	64	60
6.431184231	144	103	78
6.43671494	128	24	64
6.43791516	144	37	94
6.441225656	128	64	64
6.447564282	128	38	64
6.473693448	128	75	64
6.474093028	128	37	64
6.481909102	128	98	64
6.496870516	144	95	73
6.526641613	128	103	64
6.531665934	144	96	50
6.531857762	144	22	77
6.5375370329999996	144	31	38
6.54788459	144	25	70
6.548424475	128	105	64
6.570370569	128	95	64
6.574797615	144	88	3
6.609722142	128	32	64
6.614047252	144	41	43
6.627935706	144	100	58
6.659745267	144	79	71
6.660466432	128	88	64
6.6621142330000005	128	31	64
6.668464001	144	26	79
6.685480538	128	100	64
6.700575156	128	79	64
6.70750889	144	38	70
6.712976047	144	45	86
6.723251414	128	41	64
6.748729708	128	26	64
6.774749547	128	22	64
6.779506245	144	71	56
6.780251379	144	50	1
6.792985278	128	23	64
6.805086394	128	50	64
6.831123412	144	103	77
6.849792656	144	62	83
6.881860591	128	71	64
6.909307033	144	26	64
6.917073855	128	103	64
6.93062561	144	98	42
6.935846026	128	45	64
6.943104052	144	80	68
6.945219754	144	104	82
6.949507927	144	24	10
6.964495019	128	96	64
6.973854267	128	62	64
6.9874608480000004	128	80	64
7.007890987	144	79	73
7.008343321	128	26	64
7.034114689	144	103	78
7.036739767	144	41	45
7.042995207	128	104	64
7.066796009	128	79	64
7.087562305	144	108	11
7.09479949	144	21	33
7.105103484	128	24	64
7.114038032	144	26	60
7.117250476	128	38	64
7.125310409	144	65	1
7.140389204	144	100	62
7.142080215	128	103	64
7.143376044	128	41	64
7.173600417	144	78	7
7.18264115	144	32	68
7.185711406	128	98	64
7.187154361	128	21	64
7.193289275	144	23	61
7.194904783	144	85	71
7.196677094	128	26	64
7.201626032	128	32	64
7.21080055	128	100	64
7.2729156790000005	128	78	64
7.294492909	128	85	64
7.301393648	144	103	78
7.306114368	144	41	46
7.308845618	128	65	64
7.313761098	144	95	91
7.314679217	128	23	64
7.324352138	144	100	62
7.343096306	144	27	98
7.344253183	144	34	54
7.350644713	128	108	64
7.38379585	144	29	62
7.384417527	128	95	64
7.401148253	128	41	64
7.402702483	128	100	64
7.410751525	128	27	64
7.415259325	128	103	64
7.419639189	128	29	64
7.431072334	144	98	66
7.434311662	128	34	64
7.435859093	144	42	72
7.445548906	144	64	1
7.454806261	128	64	64
7.457798549	144	58	6
7.466418006	144	79	74
7.486099285	144	100	62
7.486262355	128	79	64
7.494852089	144	62	80
7.506324459	144	102	36
7.520257805	144	26	36
7.541053533	144	97	61
7.5414490700000005	144	68	56
7.541611919	144	23	56
7.547411122	144	45	63
7.55603063	128	98	64
7.558042964	144	83	108
7.5641875160000005	128	100	64
7.569956515	144	41	46
7.572996417	128	58	64
7.580050643	128	42	64
7.587936807	128	26	64
7.588438715	144	90	7
7.589143033	128	83	64
7.595573845	128	102	64
7.607297867	128	62	64
7.616685784	128	68	64
7.619882686	128	97	64
7.620403995	144	89	29
7.624317708	128	45	64
7.650093462	128	23	64
7.660742902	144	100	61
7.663310399	128	41	64
7.668609454	144	83	109
7.674653345	128	25	64
7.68380632	144	32	68
7.692228375	144	58	7
7.693887043	144	38	71
7.716170978	128	100	64
7.717948274	128	90	64
7.733440951	128	83	64
7.779776877	144	41	45
7.796618015	128	32	64
7.79960919	144	83	109
7.8125971849999996	144	88	31
7.823349545	128	58	64
7.831250847	144	79	75
7.871868775	144	73	110
7.877783753	128	83	64
7.880830141	144	92	103
7.881058278	128	88	64
7.886144879	128	41	64
7.88827715	144	76	100
7.901060068	144	69	68
7.906774218	144	104	77
7.924931111	144	27	69
7.927068724	128	69	64
7.929966627	128	79	64
7.943624161	144	46	127
7.950552652	144	83	108
7.962295529	144	58	9
7.969743297	144	100	62
7.977143341	144	41	45
7.977962405	128	100	64
8.002483853	144	67	77
8.002840027	144	100	62
8.00450899	128	83	64
8.00734949	128	67	64
8.00918118	128	104	64
8.011047654	128	76	64
8.012605751	128	27	64
8.031283247	128	73	64
8.072639988	144	30	43
8.076252489	144	83	110
8.077692558	128	41	64
8.080159581	144	67	71
8.085369482	128	100	64
8.094439786	144	104	78
8.105663522	128	30	64
8.139229505	128	58	64
8.144349529	128	67	64
8.163548333	144	25	65
8.175337453	128	104	64
8.191760822	128	83	64
8.209301079	144	104	78
8.215049896	144	67	71
8.216722688	144	62	78
8.219872001	144	30	51
8.233296581	128	92	64
8.274369132	144	79	74
8.2786275	128	67	64
8.299419821	128	30	64
8.311888306	144	95	103
8.319844918	128	79	64
8.330017855	128	104	64
8.344855052	128	95	64
8.357329259	128	62	64
8.382409192	144	104	80
8.385208733	144	30	56
8.395601535	128	46	64
8.438484517	144	68	52
8.445932743	144	95	108
8.454182159	144	21	39
8.468385775	144	79	74
8.469091723	128	30	64
8.476147998	144	82	52
8.479980391	128	104	64
8.510934395	128	68	64
8.525225509	144	49	56
8.526869507	128	95	64
8.531131684	144	30	63
8.531829436	144	32	68
8.542288105	128	38	64
8.54659643	128	79	64
8.573933739	144	103	66
8.574217027	128	82	64
8.587546168	144	60	78
8.598618757	128	49	64
8.607055714	144	33	51
8.612023957	144	34	54
8.616179005	128	30	64
8.638279386	128	32	64
8.639279317	128	103	64
8.639570792	144	79	73
8.651669092	128	33	64
8.653077888	144	61	1
8.664251363	144	53	61
8.681957496	128	34	64
8.683544115	144	30	65
8.689161907999999	144	98	53
8.718025258	128	79	64
8.73281614	128	60	64
8.744516595	128	30	64
8.756202701	128	98	64
8.756829895	128	21	64
8.762272125	144	103	67
8.788018487	144	102	47
8.795418044	144	79	74
8.807464882	144	95	72
8.80992527	144	27	79
8.811458899	128	95	64
8.830400856	144	34	53
8.844785679	144	65	48
8.847559362	128	103	64
8.860366106	144	62	77
8.864742995	144	98	55
8.868309095	128	79	64
8.868506249	128	65	64
8.870761077000001	128	102	64
8.880990438	128	89	64
8.88171101	128	34	64
8.883710755	144	48	62
8.90226519	144	108	53
8.909155732	128	53	64
8.916024921	144	46	127
8.921997109	144	43	62
8.931427545	144	103	68
8.933320124	144	104	102
8.933843837	128	61	64
8.935035421	128	108	64
8.938331748	144	79	74
8.938484756	144	36	55
8.94295714	128	43	64
8.944405845	144	42	78
8.956739611	144	34	51
8.967168627	128	98	64
8.970860691	144	88	41
8.978192485000001	144	45	60
8.978895963	144	65	45
8.992824779	128	62	64
9.000885295	128	79	64
9.00290947	128	88	64
9.009248806	144	78	44
9.011215564	128	103	64
9.025066662	128	104	64
9.047562325	144	107	70
9.047858349	128	45	64
9.049661887	128	34	64
9.050673287	128	78	64
9.051663414	128	65	64
9.053637782	128	27	64
9.062748325	128	36	64
9.070638561	144	84	52
9.070747998	128	46	64
9.071208295	144	79	74
9.074887448	144	98	55
9.082163424	144	106	46
9.098778601	128	42	64
9.102195657	144	103	67
9.102625836	144	55	127
9.105045734	144	39	5
9.131687265	128	107	64
9.132245704	144	32	68
9.13298103	144	76	84
9.136524904	144	34	54
9.150746199	128	79	64
9.151062572	144	38	72
9.155249766	144	65	43
9.16132766	128	98	64
9.180926035	128	103	64
9.191015672	128	39	64
9.195589405	128	76	64
9.212504597	128	55	64
9.231162367	128	32	64
9.232159452	128	65	64
9.234433115	144	64	36
9.242632565	144	79	73
9.257347558	144	75	64
9.270058563	144	78	44
9.272138739	144	103	66
9.272627547	128	75	64
9.276621668	144	98	57
9.277849414	128	34	64
9.285494012000001	128	78	64
9.305066118	144	42	77
9.317820808	128	79	64
9.32144057	144	65	42
9.364324708	128	103	64
9.373176264	128	98	64
9.375197471	128	42	64
9.38379843	128	65	64
9.388519301	144	79	73
9.403896051	144	60	62
9.405070186	144	28	8
9.422329241	128	84	64
9.430088098	144	78	43
9.434629186	128	64	64
9.461790076	128	78	64
9.464869925	144	84	36
9.465799155	144	103	66
9.466846694000001	128	79	64
9.470025463	144	91	52
9.471579089	144	65	40
9.505056642	144	79	73
9.509160502	144	98	56
9.509466033	144	63	59
9.521675818	128	48	64
9.526713406	144	70	33
9.533567471	128	65	64
9.540160225	144	30	65
9.547431332	128	60	64
9.547624804	128	103	64
9.547975556	144	68	52
9.551960025	144	92	52
9.552446105	144	42	77
9.565574332	128	91	64
9.584534483	128	79	64
9.592496781	128	98	64
9.598605291	144	46	127
9.608280736	128	63	64
9.615636816	144	65	40
9.616846062	144	78	41
9.617276865000001	128	30	64
9.620291265	128	106	64
9.622877524	128	68	64
9.623288738	128	84	64
9.625478036	128	42	64
9.62746262	144	104	76
9.636351126	144	33	51
9.638973547	128	78	64
9.653955327	144	103	67
9.654616795	144	79	72
9.658184396	144	82	67
9.66622842	128	65	64
9.695675135	128	70	64
9.699175303	128	92	64
9.700945692	144	101	26
9.708152587	128	104	64
9.71999468	128	33	64
9.721744259	128	46	64
9.734458848	128	79	64
9.736047147	144	65	40
9.737839397	144	61	7
9.738522756	144	44	50
9.745202397	144	27	88
9.75225949	128	103	64
9.753715997	144	78	40
9.756671397	128	82	64
9.75794751	128	101	64
9.768975105	144	42	76
9.797070158	128	78	64
9.804732428	144	79	72
9.81733963	144	104	76
9.827025792	128	61	64
9.834084977	128	44	64
9.834222163	144	103	65
9.850521123	128	79	64
9.859046696	128	42	64
9.866210989	144	82	62
9.866371625	144	75	68
9.870140237	144	23	63
9.877216768	128	65	64
9.884391704	144	62	78
9.890739686	128	75	64
9.894717831	144	102	42
9.895101289	144	37	95
9.903560527	144	79	71
9.907407582	128	25	64
9.914382486000001	144	74	69
9.914563448000001	128	104	64
9.921578725	144	65	37
9.925432546	144	100	53
9.938379233	128	103	64
9.941429572	128	82	64
9.966105138	144	42	76
9.966445375	128	23	64
9.980602515	128	27	64
9.985823784	144	21	51
9.986148991	128	74	64
9.988813046	144	99	56
9.997685	128	102	64
9.999641493	128	79	64
10.000998116	128	65	64
10.010773718	128	100	64
10.025114863	128	62	64
10.027864563	144	89	117
10.035265708	144	103	64
10.044926597	144	82	63
10.045065763	128	21	64
10.050072388	144	104	82
10.052607395	144	23	63
10.05839436	128	42	64
10.072123859	144	65	37
10.083428395	144	88	41
10.086589046	144	67	59
10.088219579	144	74	68
10.089670212	144	83	106
10.095732531	128	82	64
10.096323341	144	76	100
10.11853631	128	23	64
10.130908347	128	83	64
10.137550063	128	103	64
10.141896152	144	79	72
10.145972268	144	46	127
10.146156554	144	61	1
10.149958062	128	88	64
10.154240449	128	74	64
10.15821223	128	28	64
10.163772283	128	104	64
10.165433055	128	99	64
10.166736251	128	65	64
10.181216439	128	76	64
10.182947612	128	79	64
10.185948532	144	84	50
10.199661887	144	105	103
10.206390425	144	45	54
10.206624212	144	23	61
10.209873304	128	38	64
10.219505438	144	42	77
10.221590759	128	61	64
10.223693972	144	22	81
10.238965759	144	79	71
10.240583977	144	82	64
10.24242169	128	82	64
10.248156025	128	46	64
10.256117064	144	74	68
10.258143837	144	65	36
10.262249311	144	87	127
10.272681754	144	98	50
10.275642021	144	61	1
10.289445876	144	48	67
10.292102116	128	42	64
10.297293765	128	67	64
10.308730321	144	26	71
10.316065581	128	79	64
10.319403077	128	45	64
10.320769372	128	105	64
10.324481142	144	106	46
10.329728558	144	34	52
10.342911772	144	82	63
10.349806813	128	65	64
10.353080221999999	128	74	64
10.367751472	128	87	64
10.368918592	144	91	54
10.375578244	144	100	55
10.386510953	144	79	71
10.392085851000001	128	84	64
10.405360719	144	65	36
10.405604329	144	71	51
10.407798889	128	82	64
10.408176887	144	40	34
10.409010146	128	91	64
10.41588844	128	98	64
10.42241524	128	26	64
10.432026078	128	34	64
10.439194205	144	63	6
10.449071086	144	74	67
10.466400576	128	79	64
10.467650935	128	106	64
10.471314323	144	52	46
10.47893097	128	100	64
10.499959968	128	65	64
10.519191514	128	40	64
10.519766562000001	144	79	71
10.526283948	144	98	58
10.526937865	128	98	64
10.530182106	128	74	64
10.53499228	128	63	64
10.539521774	128	71	64
10.547120084	128	22	64
10.547635855	144	72	109
10.549085373	144	50	1
10.551911247	144	32	60
10.564419629	144	75	62
10.571132345	144	65	34
10.582488721	128	32	64
10.589789144000001	144	85	63
10.595895747	128	52	64
10.600393835	128	79	64
10.615158375	144	24	58
10.624261313	128	75	64
10.630754536	128	50	64
10.632523613	144	74	67
10.635531641	144	46	127
10.635653851	144	98	57
10.666578363	128	65	64
10.676718399	128	37	64
10.68951922	128	85	64
10.690645107	144	99	52
10.691310275	144	79	71
10.709718629	144	75	71
10.724043862	128	72	64
10.724536878	128	74	64
10.741341494	144	84	60
10.741960663	144	65	33
10.74889512	128	98	64
10.74998862	128	46	64
10.751256805	128	79	64
10.755385867	128	75	64
10.758981341	144	37	99
10.763445794	144	98	67
10.770179314	144	64	24
10.77306948	128	64	64
10.775057367	128	24	64
10.776929203	144	26	65
10.78247118	128	37	64
10.800488506	144	62	77
10.805616115	144	107	64
10.815964848	144	49	55
10.818342084	144	74	68
10.830138763	128	98	64
10.835197336	128	65	64
10.837704984	144	79	69
10.840565437	144	75	73
10.842253813	144	104	72
10.842510798	144	32	63
10.858671436	128	107	64
10.862358941	144	36	63
10.864749244	128	99	64
10.865205697	128	61	64
10.883626527	128	49	64
10.885355515	128	26	64
10.901485622	128	32	64
10.904521544	128	75	64
10.906102179	144	65	34
10.911695421	128	74	64
10.919783481	128	23	64
10.921271586	128	62	64
10.930710683000001	128	84	64
10.933488492	144	46	127
10.933611566	128	79	64
10.936222165	144	67	99
10.953461034	144	60	66
10.955010892	144	98	59
10.967765208	144	56	92
10.971489847	144	21	51
10.972265904	144	100	56
10.98378334	128	65	64
10.986095574	144	95	54
10.993869779	144	75	75
11.000246158	128	95	64
11.013636343	128	36	64
11.023905542	144	79	70
11.030714351	128	48	64
11.031959643	144	74	68
11.038962496	128	75	64
11.039186692	144	51	54
11.042568213	128	60	64
11.045974984	128	46	64
11.047237516	128	98	64
11.047519702	128	56	64
11.048680323	128	21	64
11.050962519	128	100	64
11.053030386	144	83	103
11.064010703	144	26	60
11.078195163	144	39	64
11.092603057	144	92	115
11.09447663	128	83	64
11.102078419	144	107	66
11.104740002	144	84	58
11.111998022	128	74	64
11.116926701	128	79	64
11.118978107	144	108	54
11.138455641	144	56	93
11.140094384	128	51	64
11.144613233	144	44	55
11.146852367	144	95	62
11.148524451	144	98	55
11.151852016	128	26	64
11.163989439	128	104	64
11.170250637	128	39	64
11.170474994	144	46	127
11.17393509	144	82	58
11.175187532	128	108	64
11.181435804	144	75	76
11.181814796	128	107	64
11.189633323	128	75	64
11.193082795	128	95	64
11.205041183	128	67	64
11.208039467	144	79	68
11.220186255	144	60	64
11.226887202	144	74	67
11.230080271	128	82	64
11.232527497	128	84	64
11.232764265	128	44	64
11.237302821	128	98	64
11.239341274	128	56	64
11.252504247	144	28	126
11.26087837	128	46	64
11.28376748	128	79	64
11.290427814	144	75	77
11.292608874999999	128	74	64
11.29299602	144	61	77
11.293780456	144	95	63
11.303253496	144	73	87
11.307158142	144	24	52
11.307443079	144	30	76
11.307628675	144	26	58
11.307954329	128	28	64
11.313730128	128	60	64
11.319580379	144	84	58
11.323816473	128	92	64
11.334145677	128	95	64
11.335638878	144	103	51
11.344884776	128	75	64
11.347352944	144	45	57
11.348856748	144	40	35
11.356517482	144	98	52
11.36759987	144	56	85
11.371934671	144	79	68
11.377594788	144	70	37
11.389044649	128	26	64
11.396813481	144	46	127
11.398870944	144	100	56
11.407488935	128	84	64
11.410510856	128	73	64
11.423882108	144	75	78
11.43254387	128	30	64
11.433015956	144	82	58
11.435343239	128	45	64
11.435886352	128	103	64
11.447412994	128	98	64
11.450778057	128	79	64
11.453034275	128	24	64
11.453538182	128	40	64
11.45517831	128	56	64
11.466204022	128	70	64
11.471105388	128	75	64
11.48072243	144	84	57
11.490540091	128	82	64
11.492334831	144	73	91
11.493286415	128	100	64
11.494099348	144	95	72
11.500827115	144	23	57
11.501000607	128	46	64
11.503126909	128	95	64
11.506038958	144	79	68
11.519087333	144	96	82
11.523873291	144	26	60
11.535279642	128	96	64
11.54571517	144	60	66
11.571665523	144	98	47
11.572231407	128	73	64
11.576177274	144	40	39
11.576517717	144	75	81
11.579841491	144	56	80
11.585259743	128	84	64
11.587029834	144	34	44
11.59115523	144	82	58
11.600644794	128	79	64
11.606941648	144	46	127
11.60966744	128	23	64
11.613185577	128	89	64
11.619073314	128	98	64
11.619142504	144	98	55
11.622753097	128	75	64
11.623638268	144	78	67
11.624605222	144	105	83
11.633694065	144	83	105
11.63696239	128	26	64
11.642788569	144	73	89
11.665176295	144	84	55
11.670110415	128	56	64
11.670704548	144	64	1
11.67128039	144	79	66
11.67204445	128	40	64
11.672562894	128	82	64
11.682088532	128	83	64
11.683194799	128	34	64
11.683299196	128	78	64
11.683790291	128	64	64
11.687867806	128	98	64
11.690255654	144	104	86
11.706302752	144	37	60
11.70819709	144	75	81
11.709895343	144	23	57
11.711994043	128	46	64
11.717689012	128	60	64
11.723889037	128	73	64
11.733720449	144	40	41
11.742261518	144	55	66
11.750336069	144	62	77
11.75083446	128	79	64
11.754194237	128	75	64
11.755141972	144	63	2
11.757885772	128	37	64
11.767933318	128	84	64
11.769146734	144	28	127
11.769331991	144	26	61
11.770508274	144	34	46
11.777258362	144	73	90
11.787427895	144	43	62
11.789080317	128	26	64
11.796114098	128	104	64
11.796501256	144	100	57
11.800793965	144	98	60
11.804486037	144	56	70
11.808245772	128	28	64
11.815255013	128	55	64
11.821470379	144	79	68
11.823533671	144	84	54
11.829847114	128	98	64
11.837045729	144	46	127
11.844092194	144	75	86
11.845245745	128	23	64
11.845610992	128	40	64
11.848551204	128	63	64
11.854612724	128	61	64
11.854720329	128	73	64
11.86595134	128	34	64
11.884227256	128	79	64
11.886941081	144	23	58
11.887821606	144	83	104
11.891411232	128	62	64
11.892130553	128	100	64
11.89662555	128	43	64
11.898445925	128	56	64
11.898777378	144	37	67
11.90599197	128	75	64
11.91676502	128	105	64
11.930542257	128	83	64
11.933765581	144	103	57
11.938457845	128	84	64
11.942856504	144	88	37
11.947627834	128	46	64
11.947731058	128	37	64
11.955586455	144	79	66
11.957974576	144	98	60
11.972695198	144	34	47
11.993753394	144	75	87
12.000443567	128	23	64
12.009166704	144	56	71
12.014670521	128	34	64
12.015313069	128	98	64
12.015389343	144	98	46
12.025477956	144	92	116
12.027701249	144	46	127
12.029299465	144	74	22
12.033337314	128	103	64
12.034332648	128	79	64
12.046968634	128	74	64
12.050287913	144	52	49
12.050509397	144	37	67
12.054419493	128	75	64
12.072268702	144	23	55
12.072593023	144	51	56
12.073785037	128	98	64
12.089132722	128	88	64
12.097399424	128	56	64
12.104358759	128	37	64
12.106545541	144	88	36
12.107687532	144	22	72
12.122570149	144	79	67
12.132177825	144	32	71
12.140821591	128	46	64
12.141745722	144	98	63
12.14300968	144	75	86
12.154135375	128	32	64
12.160593371	144	34	48
12.163880168	128	57	64
12.173038262	144	99	59
12.173176734	128	79	64
12.173275376	128	92	64
12.177623284	144	31	27
12.181292085	128	88	64
12.189683145	128	51	64
12.197134989	144	74	19
12.197844124	128	52	64
12.20003012	144	56	74
12.202186006	144	37	65
12.204555953	128	75	64
12.21546011	144	76	93
12.220631434	144	60	66
12.229724055	128	74	64
12.236443134	144	46	127
12.237498759	144	79	64
12.247622651	128	34	64
12.249725748	128	98	64
12.25485282	128	31	64
12.264400578	144	88	35
12.27499344	128	99	64
12.280015532	144	78	67
12.280262399	144	64	1
12.28212158	128	37	64
12.28585061	128	64	64
12.291652437	144	32	71
12.293668825	144	75	87
12.294005033	128	56	64
12.306262157	144	71	55
12.306482506	128	32	64
12.307232966	144	98	48
12.307408361	128	98	64
12.309883453	128	76	64
12.319902518	144	34	49
12.323405213000001	128	88	64
12.325506418	128	60	64
12.329043772	128	78	64
